asia_category_code,brand_name,category_name,code,color_name,description,description_short,family,id,image,import_amount,import_price,import_value,is_active,last_date,magento_status,model,model2,name,price,product_all_properties,promotion_price,promotion_status,pv_sku,quantity,revenue,series,status,url_key,variant,watched
02-N008-04,MSI,Card Màn Hình,Sửa Mã SP,,,,,668,http://supplier.teko.vn/storage/74c45c6ea69668f9a50e91fde1bb5d7f.png,0,12490000,0,0,,2,Card màn hình Msi 8GB GTX1070 Gaming X 8G,,Card màn hình Msi 8GB GTX1070 Gaming X 8G,12800000.0,1602244 card man hinh msi 8gb gtx1070 gaming x 8g card man hinh  msi,,0.0,1602244,0.0,0.0,,5,vga-msi-gtx1070-gaming-x-8g-gddr5-256-bit-3-x-dp-hdmi-dl-dvi-d,,0
02-N008-04,MSI,Card Màn Hình,Sửa Mã SP,,,,,670,http://supplier.teko.vn/storage/253b63b1216488cd06a2af4ac42a5fdc.png,0,17490000,0,0,,2,Card màn hình Msi 8GB GTX1080 Gaming + 8G,,Card màn hình Msi 8GB GTX1080 Gaming + 8G,18990000.0,1603103 card man hinh msi 8gb gtx1080 gaming + 8g card man hinh  msi,,0.0,1603103,0.0,0.0,,5,vga-msi-gaming-x-gtx1080-8g-256bit,,0
02-N008-04,MSI,Card Màn Hình,Sửa Mã SP,,"- GPU: AMD Radeon RX460
- Bộ nhớ: 2GB GDDR5 
- Băng thông 128bit
- Cổng kết nối: 1 x Display Port / 1 x HDMI / 1 x DVI
- Nguồn phụ: Không
","- GPU: AMD Radeon RX460
- Bộ nhớ: 2GB GDDR5 
- Băng thông 128bit
- Cổng kết nối: 1 x Display Port / 1 x HDMI / 1 x DVI
- Nguồn phụ: Không
",Msi,684,http://shop.gcafe.vn/media/catalog/product/m/s/msi-2gb-rx460-2g-oc-1.jpg,0,2490000,0,0,,1,Card màn hình Msi 2GB RX460 2G OC,,Card màn hình Msi 2GB RX460 2G OC,3060000.0,1701065 card man hinh msi 2gb rx460 2g oc card man hinh  msi,,0.0,1701065,0.0,0.0,RX 400,5,vga-msi-radeontm-rx460-2g-oc,"2GB, GDDR5, overclock",0
,MSI,Card Màn Hình,Sửa Mã SP,,,,,685,http://phongvu.vn/media/catalog/product/t/_/t_i_xu_ng_6_58.jpg,0,,0,0,,2,VGA MSI ARMOR RX470 OC 4G (Black & White),,VGA MSI ARMOR RX470 OC 4G (Black & White),0.0,1704785 vga msi armor rx470 oc 4g (black & white) card man hinh  msi,,0.0,1704785,0.0,0.0,,0,vga-msi-armor-rx470-oc-4g-black-white,,0
03-N006-03-99,INTEL,Card Mạng,Sửa Mã SP,,,,,694,http://phongvu.vn/media/catalog/product/c/a/card_m_ng_lan_intel_2_port.jpg,0,1040000,0,1,,0,Card mạng Intel 02 Port 1GB,,Card mạng Intel 02 Port 1GB,1350000.0,1703857 card mang intel 02 port 1gb card mang  intel,,0.0,1703857,0.0,0.0,,1,card-m-ng-intel-02-port-1gb,,0
03-N006-03-99,INTEL,Router Wifi,Sửa Mã SP,,,,,696,http://phongvu.vn/media/catalog/product/e/t/ethernet-server-adaper-i350-f4.jpg,1,1335000,0,0,2018-10-03,0,Thiết bị mạng Intel NIC W/Led I 350T2V2,,Thiết bị mạng Intel NIC W/Led I 350T2V2,1495000.0,1502994 thiet bi mang intel nic w/led i 350t2v2 router wifi  intel,,0.0,1502994,0.002398720682302772,0.004500088835708104,,6,card-m-ng-intel-i350-t2,,0
03-N006-03-02,,Switch,Sửa Mã SP,,"PCIEx1, 1  cổng RJ45 10/100/1000Mbps","PCIEx1, 1  cổng RJ45 10/100/1000Mbps",,699,http://shop.gcafe.vn/media/catalog/product/uploads/product/p_4546/2017/06/07/4546.jpg,10,153000,1081818,1,2018-10-09,1,Thiết bị mạng TPLink TG-3468,,Thiết bị mạng TPLink TG-3468,179000.0,1404109 thiet bi mang tplink tg-3468 switch,,0.0,1404109,0.008395522388059701,0.0018174100419869256,,1,thiet-bi-mang-tplink-tg-3468,,0
,Antec,Thùng Máy,Sửa Mã SP,,,,,705,http://phongvu.vn/media/catalog/product/2/0/20148_p9_window_1.jpg,0,,0,0,,2,Case PC Antec P9 WinDown,,Case PC Antec P9 WinDown,1689000.0,1703894 case pc antec p9 windown thung may  antec,,0.0,1703894,0.0,0.0,,0,case-pc-antec-p9-windown,,0
,Eroxi,Thùng Máy,Sửa Mã SP,,,,,710,http://phongvu.vn/media/catalog/product/e/r/eroxi_x2.jpg,0,,0,0,,2,Case PC Eroxi X1/X2X/X3/X4,,Case PC Eroxi X1/X2X/X3/X4,0.0,1703896 case pc eroxi x1/x2x/x3/x4 thung may  eroxi,,0.0,1703896,0.0,0.0,,0,case-pc-eroxi-x1-x2x-x3-x4,,0
,Golden Field,Thùng Máy,Sửa Mã SP,,,,,711,http://phongvu.vn/media/catalog/product/1/4/1479351733705_case_1076b.jpg,0,,0,0,,2,Case PC Golden Field 1076B,,Case PC Golden Field 1076B,320000.0,1703898 case pc golden field 1076b thung may  golden field,,0.0,1703898,0.0,0.0,,0,case-pc-golden-field-1076b,,0
02-N009-99,Golden Field,Thùng Máy,Sửa Mã SP,,"- Kích thước (Cao / Dài/ Rộng) 508  x 470x 194mm
- Chất liệu : Khung Thép (SECC) + Mặt lưới sắt tản nhiệt siêu mạnh.
- Trọng lượng: 6.2 kg
- Chuẩn Mainboard:  ATX, M-ATX
- Khay ổ 5.25"" :   3
- Khay ổ 3.5"" :  5
- I/O Panel:   USB 2.0 x 3 , USB 3.0 x 1, Mic x 1, Audio x 1.
- Khe mở rộng: 7","- Kích thước (Cao / Dài/ Rộng) 508  x 470x 194mm
- Chất liệu : Khung Thép (SECC) + Mặt lưới sắt tản nhiệt siêu mạnh.
- Trọng lượng: 6.2 kg
- Chuẩn Mainboard:  ATX, M-ATX
- Khay ổ 5.25"" :   3
- Khay ổ 3.5"" :  5
- I/O Panel:   USB 2.0 x 3 , USB 3.0 x 1, Mic x 1, Audio x 1.
- Khe mở rộng: 7",,715,http://shop.gcafe.vn/media/catalog/product/v/o/vo-may-tinh-golden-field-7208b-midfielder-45jiof.png,-1,650000,-1,1,2018-09-18,1,Thùng máy/ Case Golden field 7208B MIDFIELDER,,Thùng máy/ Case Golden field 7208B MIDFIELDER,850000.0,1703899 thung may/ case golden field 7208b midfielder thung may  golden field,,0.0,1703899,0.0,0.0001341878776473963,,1,case-pc-golden-field-7208b-midfielder,,0
02-N009-99,,Thùng Máy,Sửa Mã SP,Đen,"- Vỏ máy tính Golden Field, kiểu dáng đẹp, chống bức xạ, khung chắc chắn, tản nhiệt tốt
- Màu sắc: Đen. Bề mặt mạ sơn bóng chống bụi
- Chất liệu : Khung Thép (SECC)","- Vỏ máy tính Golden Field, kiểu dáng đẹp, chống bức xạ, khung chắc chắn, tản nhiệt tốt
- Màu sắc: Đen. Bề mặt mạ sơn bóng chống bụi
- Chất liệu : Khung Thép (SECC)",,722,http://shop.gcafe.vn/media/catalog/product/v/o/vo-may-tinh-golden-field-a6-gaming-x5jbbi.png,-1,560000,-1,1,,1,Thùng máy/ Case Golden field A6 GAMING,,Thùng máy/ Case Golden field A6 GAMING,750000.0,1703900 thung may/ case golden field a6 gaming thung may den,,0.0,1703900,0.0,0.0,,1,thung-may-case-golden-field-a6-gaming,,0
,Golden Field,Thùng Máy,Sửa Mã SP,,,,,723,http://phongvu.vn/media/catalog/product/1/8/18_2.jpg,0,,0,0,,2,Case PC Golden Field E-3 GAMING 21+,,Case PC Golden Field E-3 GAMING 21+,880000.0,1703901 case pc golden field e-3 gaming 21+ thung may  golden field,,0.0,1703901,0.0,0.0,,0,case-pc-golden-field-e-3-gaming-21,,0
02-N009-99,TH999999,Thùng Máy,Sửa Mã SP,,"<table border=""0"" cellspacing=""0"" cellpadding=""0"" width=""1790"">
<tbody>
<tr height=""20"">
<td width=""1790"" height=""20"">Th&eacute;p mạ c&aacute;ch   nhiệt, điện, mặt nhựa (ABS), c&oacute; lưới sắt bảo vệ, ATX, M-ATX, 3x 5.25"",   4x 3.5"", hỗ trợ 2 fan, c&oacute; sẵn 1 fan 8cm</td>
</tr>
</tbody>
</table>","<table border=""0"" cellspacing=""0"" cellpadding=""0"" width=""1790"">
<tbody>
<tr height=""20"">
<td width=""1790"" height=""20"">Th&eacute;p mạ c&aacute;ch   nhiệt, điện, mặt nhựa (ABS), c&oacute; lưới sắt bảo vệ, ATX, M-ATX, 3x 5.25"",   4x 3.5"", hỗ trợ 2 fan, c&oacute; sẵn 1 fan 8cm</td>
</tr>
</tbody>
</table>",,724,http://dev.tekshop.vn/media/catalog/product/uploads/product/p_5325/2017/04/28/5325.jpg,0,240000,0,0,,2,Thùng máy/ Case Golden field F19B (No power),,Thùng máy/ Case Golden field F19B (No power),290000.0,1500555 thung may/ case golden field f19b (no power) thung may  th999999,,0.0,1500555,0.0,0.0,,5,thung-may-case-golden-field-f19b-no-power,,0
02-N009-99,Khác,Thùng Máy,Sửa Mã SP,,"- Vỏ máy tính chống bức xạ Golden Field G1- White( 21+, DIY, 2 Led Red, ATX, ITX)
- Vỏ máy tính Golden Field thế hệ mới, kiểu dáng đẹp,
- Khung chắc chắn,
- Tản nhiệt tốt,
- Nút bấn nhậy độ bền cao.
","- Vỏ máy tính chống bức xạ Golden Field G1- White( 21+, DIY, 2 Led Red, ATX, ITX)
- Vỏ máy tính Golden Field thế hệ mới, kiểu dáng đẹp,
- Khung chắc chắn,
- Tản nhiệt tốt,
- Nút bấn nhậy độ bền cao.
",,726,http://shop.gcafe.vn/media/catalog/product/c/a/case-golden-field-g1-black-chong-buc-xa-1xtyhp.png,0,520000,0,1,,1,Thùng máy/ Case Golden field G1 - Black,,Thùng máy/ Case Golden field G1 - Black,685000.0,1703902 thung may/ case golden field g1 - black thung may  khac,,0.0,1703902,0.0,0.0,,1,thung-may-case-golden-field-g1-black,,0
,Golden Field,Thùng Máy,Sửa Mã SP,,,,,727,http://phongvu.vn/media/catalog/product/1/3/13879260_424698471033786_8149457488591911160_n.jpg,0,,0,0,,2,Case PC Golden Field G1 - White,,Case PC Golden Field G1 - White,710000.0,1703903 case pc golden field g1 - white thung may  golden field,,0.0,1703903,0.0,0.0,,0,case-pc-golden-field-g1-white,,0
02-N009-99,,Thùng Máy,Sửa Mã SP,Đen,"- Kiểu dáng đẹp, chống bức xạ, khung chắc chắn, tản nhiệt tốt,ATX, M-ATX
- Chất liệu	Khung Thép (SECC) + Mặt lưới sắt tản nhiệt siêu mạnh.
- Khay ổ	Khay ổ 5.25"" : 2;Khay ổ 3.5"" : 2 ; Khay ổ SSD : 2
","- Kiểu dáng đẹp, chống bức xạ, khung chắc chắn, tản nhiệt tốt,ATX, M-ATX
- Chất liệu	Khung Thép (SECC) + Mặt lưới sắt tản nhiệt siêu mạnh.
- Khay ổ	Khay ổ 5.25"" : 2;Khay ổ 3.5"" : 2 ; Khay ổ SSD : 2
",,729,http://shop.gcafe.vn/media/catalog/product/1/2/123_11.jpg,-1,630000,-1,1,,1,Thùng máy/ Case Golden field G3 - Black,,Thùng máy/ Case Golden field G3 - Black,750000.0,1703904 thung may/ case golden field g3 - black thung may den,,0.0,1703904,0.0,0.0,,1,case-pc-golden-field-g2-black,,0
02-N009-99,Khác,Thùng Máy,Sửa Mã SP,,,,,733,http://phongvu.vn/media/catalog/product/1/4/1475644096897_g3b.jpg,0,,0,0,,2,Case PC Golden Field G3 - Black,,Case PC Golden Field G3 - Black,820000.0,1703905 case pc golden field g3 - black thung may  khac,,0.0,1703905,0.0,0.0,,0,case-pc-golden-field-g3-black,,0
,Golden Field,Thùng Máy,Sửa Mã SP,,,,,736,http://phongvu.vn/media/catalog/product/1/3/13901416_424699854366981_6252066785198933170_n.jpg,0,,0,0,,2,Case PC Golden Field G5 - Black,,Case PC Golden Field G5 - Black,1820000.0,1703906 case pc golden field g5 - black thung may  golden field,,0.0,1703906,0.0,0.0,,0,case-pc-golden-field-g5-black,,0
02-N009-99,TH999999,Thùng Máy,Sửa Mã SP,Trắng," Loại case: ATX, M-ATX
- Làm mát có thế lắp 2 x 12cm fan
- Chất liệu: Khung Thép (SECC) + Mặt lưới sắt tản nhiệt siêu mạnh.
- Màu: Trắng"," Loại case: ATX, M-ATX
- Làm mát có thế lắp 2 x 12cm fan
- Chất liệu: Khung Thép (SECC) + Mặt lưới sắt tản nhiệt siêu mạnh.
- Màu: Trắng",,738,http://dev.tekshop.vn/media/catalog/product/_/0/_090416094826.jpg,0,690000,0,0,,2,Thùng máy/ Case Golden field 8231W (No power) (Trắng),,Thùng máy/ Case Golden field 8231W (No power) (Trắng),1320000.0,1501436 thung may/ case golden field 8231w (no power) (trang) thung may trang th999999,,0.0,1501436,0.0,0.0,,5,case-pc-golden-field-gaming-8231,,0
02-N009-99,,Thùng Máy,Sửa Mã SP,Trắng,"- Chất liệu :Thép mạ cách điện, nhiệt + Mặt Nhựa (ABS) & có lưới sắt bảo vệ.
- Chuẩn Mainboard:  M-ATX, ITX  ; PCI : 7
- Khay ổ 5.25"" : 2 Khay ổ 3.5"" (HDD):  5 + Khay SSD: 1
- CPU: 150mm + VGA: 300mm
- Khay chạy máng cáp: Riêng
- Bảng điều khiển I/O: USB 2.0 x 2 ,Mic x 1,Audio x 1 ","- Chất liệu :Thép mạ cách điện, nhiệt + Mặt Nhựa (ABS) & có lưới sắt bảo vệ.
- Chuẩn Mainboard:  M-ATX, ITX  ; PCI : 7
- Khay ổ 5.25"" : 2 Khay ổ 3.5"" (HDD):  5 + Khay SSD: 1
- CPU: 150mm + VGA: 300mm
- Khay chạy máng cáp: Riêng
- Bảng điều khiển I/O: USB 2.0 x 2 ,Mic x 1,Audio x 1 ",,743,http://shop.gcafe.vn/media/catalog/product/1/4/1465__linh_kien_may_tinh_vo_case_golden_field_n_5_21_1.png,2,290000,509091,0,,1,Thùng máy/ Case Golden field N-5 (21+),,Thùng máy/ Case Golden field N-5 (21+),410000.0,1703908 thung may/ case golden field n-5 (21+) thung may trang,,0.0,1703908,0.0,0.0,,3,case-pc-golden-field-n-5-21,,0
02-N009-99,,Thùng Máy,Sửa Mã SP,Trắng,"- Màu sắc:Đen + Mặt mầu bạc/Mầu xanh
- Chất liệu : Thép mạ SECC cách điện, nhiệt + Mặt Nhựa (ABS)
- Kích thước: Nhỏ gọn 435*380*200
- Chuẩn Mainboard: Mini-ATX, M-ATX
- Khay ổ SSD: 1+ Khay ổ 3.5"" : 2
- PCI: 6 slot
- Bảng điều khiển I/O: USB 2.0 x 2 , USB 3.0x 1, Mic x 1,Audio x 1","- Màu sắc:Đen + Mặt mầu bạc/Mầu xanh
- Chất liệu : Thép mạ SECC cách điện, nhiệt + Mặt Nhựa (ABS)
- Kích thước: Nhỏ gọn 435*380*200
- Chuẩn Mainboard: Mini-ATX, M-ATX
- Khay ổ SSD: 1+ Khay ổ 3.5"" : 2
- PCI: 6 slot
- Bảng điều khiển I/O: USB 2.0 x 2 , USB 3.0x 1, Mic x 1,Audio x 1",,744,http://shop.gcafe.vn/media/catalog/product/1/4/1464__linh_kien_may_tinh_vo_case_golden_field_n_6_gaming_21_1_2_1.jpg,-1,530000,-1,0,2018-09-11,1,Thùng máy/ Case Golden field N-6 Gaming 21+,,Thùng máy/ Case Golden field N-6 Gaming 21+,680000.0,1703909 thung may/ case golden field n-6 gaming 21+ thung may trang,,0.0,1703909,0.0,0.0,,5,case-pc-golden-field-n-6-gaming-21-mini-tower-2-fan-120mm-white,,0
02-N009-99,Golden Field,Thùng Máy,Sửa Mã SP,,"- Loại case: Full ATX
- Chất liệu: Thép mạ SECC cách điện, nhiệt + Mặt Nhựa (ABS)
- Màu: Trắng,Mặt trước màu đeb","- Loại case: Full ATX
- Chất liệu: Thép mạ SECC cách điện, nhiệt + Mặt Nhựa (ABS)
- Màu: Trắng,Mặt trước màu đeb",,753,http://shop.gcafe.vn/media/catalog/product/2/6/26166_golden_field_xc__gaming_21__1_1.jpg,-1,540000,-1,0,,1,Thùng máy/ Case Golden field XC- GAMING 21+,,Thùng máy/ Case Golden field XC- GAMING 21+,620000.0,1703910 thung may/ case golden field xc- gaming 21+ thung may  golden field,,0.0,1703910,0.0,0.0,,5,case-pc-golden-field-xc-gaming-21,,0
02-N009-99,Jetek,Thùng Máy,Sửa Mã SP,,,,,755,http://shop.gcafe.vn/media/catalog/product/a/2/a2017br.jpg,0,178345,0,0,,1,Thùng máy/ Case Jetek A2017BR,,Thùng máy/ Case Jetek A2017BR,220000.0,1703913 thung may/ case jetek a2017br thung may  jetek,,0.0,1703913,0.0,0.0,,5,case-pc-jetek-a2017br,,0
,NZXT,Thùng Máy,Sửa Mã SP,,,,,767,http://phongvu.vn/media/catalog/product/v/u/vuugo-nzxt-ca-n450w-w1-4-600x600.jpg,0,,0,0,,2,Case PC NZXT Noctis 450 White (Mid Tower),,Case PC NZXT Noctis 450 White (Mid Tower),3430000.0,1703914 case pc nzxt noctis 450 white (mid tower) thung may  nzxt,,0.0,1703914,0.0,0.0,,0,case-pc-nzxt-noctis-450-white-mid-tower,,0
02-N009-01,PATRIOT,Thùng Máy,Sửa Mã SP,,,,,783,http://phongvu.vn/media/catalog/product/p/a/patriot_fc.jpg,0,225000,0,0,,2,Thùng máy/ Case Patriot FC 200 (No power),,Thùng máy/ Case Patriot FC 200 (No power),280000.0,1601934 thung may/ case patriot fc 200 (no power) thung may  patriot,,0.0,1601934,0.0,0.0,,5,thung-may-case-patriot-fc-200-no-power,,0
,PATRIOT,Thùng Máy,Sửa Mã SP,,,,,788,http://phongvu.vn/media/catalog/product/p/a/patriot_sama_g1_kh_ng_ngu_n_.jpg,0,,0,0,,2,Case PC Patriot Sama G1 (Không nguồn),,Case PC Patriot Sama G1 (Không nguồn),0.0,1703531 case pc patriot sama g1 (khong nguon) thung may  patriot,,0.0,1703531,0.0,0.0,,0,case-pc-patriot-sama-g1-khong-nguon,,0
,PATRIOT,Thùng Máy,Sửa Mã SP,,,,,789,http://phongvu.vn/media/catalog/product/g/-/g-3_k-4_.jpg,0,,0,0,,0,Case PC Patriot Sama G3 (Không nguồn),,Case PC Patriot Sama G3 (Không nguồn),,1703532 case pc patriot sama g3 (khong nguon) thung may  patriot,,,1703532,0.0,0.0,,0,,,0
02-N009-07,SAMA,Thùng Máy,Sửa Mã SP,," - Màu : Thùng đen nhám, mặt nạ đen nhám
 - Chất liệu : Thép không rỉ, khung sơn đen tĩnh điện
 - Kích thước : 445 x 180 x 455 (Dài x Rộng x Cao)
 - Trọng lượng :   6.5 kg
 - Loại main :  Micro-ATX / ATX
 - CD x3 - HDD x 4
 - USB 2.0 x 2 ; USB 3.0 x 2
 - Có khóa sau đuôi

"," - Màu : Thùng đen nhám, mặt nạ đen nhám
 - Chất liệu : Thép không rỉ, khung sơn đen tĩnh điện
 - Kích thước : 445 x 180 x 455 (Dài x Rộng x Cao)
 - Trọng lượng :   6.5 kg
 - Loại main :  Micro-ATX / ATX
 - CD x3 - HDD x 4
 - USB 2.0 x 2 ; USB 3.0 x 2
 - Có khóa sau đuôi

",,791,http://shop.gcafe.vn/media/catalog/product/c/a/case-sama-g5.jpg,0,625000,0,0,,1,Thùng máy/ Case Sama G5 (No Power),,Thùng máy/ Case Sama G5 (No Power),720000.0,1502013 thung may/ case sama g5 (no power) thung may  sama,,0.0,1502013,0.0,0.0,,5,thung-may-case-sama-g5-no-power,No power,0
,Phanteks,Thùng Máy,Sửa Mã SP,,,,,797,,0,,0,0,,2,Case PC Phanteks Eclipse P400S Silent Edition White - RGB illumination Mid Tower (BH Fan 60T),,Case PC Phanteks Eclipse P400S Silent Edition White - RGB illumination Mid Tower (BH Fan 60T),2300000.0,1703915 case pc phanteks eclipse p400s silent edition white - rgb illumination mid tower (bh fan 60t) thung may  phanteks,,0.0,1703915,0.0,0.0,,0,case-pc-phanteks-eclipse-p400s-silent-edition-white-rgb-illumination-mid-tower-bh-fan-60t,,0
,Phanteks,Thùng Máy,Sửa Mã SP,,,,,813,http://phongvu.vn/media/catalog/product/p/r/pro-m-1z.jpg,0,,0,0,,2,Case PC Phanteks Enthoo Pro M Satin Black (Mid Tower) (BH Fan 60T),,Case PC Phanteks Enthoo Pro M Satin Black (Mid Tower) (BH Fan 60T),2080000.0,1703916 case pc phanteks enthoo pro m satin black (mid tower) (bh fan 60t) thung may  phanteks,,0.0,1703916,0.0,0.0,,0,case-pc-phanteks-enthoo-pro-m-satin-black-mid-tower-bh-fan-60t,,0
02-N009-07,SAMA,Thùng Máy,Sửa Mã SP,,"- Hỗ trợ mainboard 
- MicroATX, Mini-ITX, ATX 
- Kích thước (dài x rộng x cao) mm 430 x 215 x 459 mm 
- Chất liệu Thép SPCC 0.5mm - ABS + Lưới kim loại","- Hỗ trợ mainboard 
- MicroATX, Mini-ITX, ATX 
- Kích thước (dài x rộng x cao) mm 430 x 215 x 459 mm 
- Chất liệu Thép SPCC 0.5mm - ABS + Lưới kim loại",,819,http://shop.gcafe.vn/media/catalog/product/2/1/21784_01_800x800_4.jpg,0,817000,0,1,2018-09-21,1,Thùng máy/ Case Sama AURORA BLACK glass,,Thùng máy/ Case Sama AURORA BLACK glass,1130000.0,1703917 thung may/ case sama aurora black glass thung may  sama,,0.0,1703917,0.00013326226012793177,0.0003594320661588178,,1,thung-may-case-sama-aurora-black-glass,,0
02-N009-07,SAMA,Thùng Máy,Sửa Mã SP,,"- Hỗ trợ Mainboard: MicroATX, Mini-ITX 
- Kích thước : 388(L)x209(W)x410(H)mm 
- Vật liệu : Thép SPCC 0.5mm - ABS màu 
- Cổng kết nối: 2*USB2.0 + 1*USB 3.0 + HD Audio 
- Hỗ trợ ổ đĩa: 5.5"" x0 | 3.5'' x2 | 2.5'' 32 
- Khe mở rộng : 4 slots 
- Hỗ trợ VGA: 315 mm | Hỗ trợ CPU: 160mm ","- Hỗ trợ Mainboard: MicroATX, Mini-ITX 
- Kích thước : 388(L)x209(W)x410(H)mm 
- Vật liệu : Thép SPCC 0.5mm - ABS màu 
- Cổng kết nối: 2*USB2.0 + 1*USB 3.0 + HD Audio 
- Hỗ trợ ổ đĩa: 5.5"" x0 | 3.5'' x2 | 2.5'' 32 
- Khe mở rộng : 4 slots 
- Hỗ trợ VGA: 315 mm | Hỗ trợ CPU: 160mm ",,820,http://shop.gcafe.vn/media/catalog/product/3/3/33364_esport2_blackred_01_800x600.jpg,1,399000,381818,0,,1,Thùng máy/ Case Sama E-Sport F2 Black - Red,,Thùng máy/ Case Sama E-Sport F2 Black - Red,520000.0,1703918 thung may/ case sama e-sport f2 black - red thung may  sama,,0.0,1703918,0.0,0.0,,5,case-pc-sama-e-sport-f2-black-red,Đen Đỏ,0
02-N009-07,SAMA,Thùng Máy,Sửa Mã SP,Đen,"<p><span>- M&agrave;u : Th&ugrave;ng đen nh&aacute;m, mặt nạ đen nh&aacute;m<br /><span>- Trọng lượng : 4.9 kg</span><br /><span>- Loại main : Micro-ATX / ATX</span></span></p>","<p><span>- M&agrave;u : Th&ugrave;ng đen nh&aacute;m, mặt nạ đen nh&aacute;m<br /><span>- Trọng lượng : 4.9 kg</span><br /><span>- Loại main : Micro-ATX / ATX</span></span></p>",,824,http://shop.gcafe.vn/media/catalog/product/1/3/1358809002_g-3_k-411_1_2.jpg,46,485000,17192255,1,2018-10-09,1,Thùng máy/ Case Sama G3 (No Power),,Thùng máy/ Case Sama G3 (No Power),580000.0,1302965 thung may/ case sama g3 (no power) thung may den sama,,0.0,1302965,0.002398720682302772,0.0016514947993898047,,1,thung-may-case-sama-g3-no-power,Không nguồn,0
02-N009-07,SAMA,Thùng Máy,Sửa Mã SP,Đen,"- Chasis: SGCC 0.6T
- Màu sắc: Màu đen
- Đầu cổng: USB 2.0 x 2, HD Audio I / O
- Khoang ổ đĩa: x5.25 'ODD, x3.5' HDD","- Chasis: SGCC 0.6T
- Màu sắc: Màu đen
- Đầu cổng: USB 2.0 x 2, HD Audio I / O
- Khoang ổ đĩa: x5.25 'ODD, x3.5' HDD",,828,http://shop.gcafe.vn/media/catalog/product/uploads/product/po_2353_2557/2017/06/01/2353_1496304431-5.jpg,101,305000,24185665,1,2018-10-09,1,Thùng máy/ Case Sama S1 (No Power),,Thùng máy/ Case Sama S1 (No Power),375000.0,1302967 thung may/ case sama s1 (no power) thung may den sama,,0.0,1302967,0.010261194029850746,0.004474026757852428,,1,thung-may-case-sama-s1-no-power,Không nguồn,0
02-N009-07,SAMA,Thùng Máy,Sửa Mã SP,Đen," - Màu : thùng đen , mặt nạ đen nhám
 - Chất liệu : Thép không rỉ, khung  sơn đen tĩnh điện
 - Kích thước : 410 x 175 x 410mm (Dài x Rộng x Cao)
 - Trọng lượng :   3.6 kg
 - Loại main :  Micro-ATX / ATX
 - CD X 3 - HDD X 2
 - USB 2.0 x 2
 - 1 Fan màu 12cm led xanh nắm phía trước, hỗ trợ gắn thêm 1 fan 12cm bên hông
 - Có khóa sau đuôi"," - Màu : thùng đen , mặt nạ đen nhám
 - Chất liệu : Thép không rỉ, khung  sơn đen tĩnh điện
 - Kích thước : 410 x 175 x 410mm (Dài x Rộng x Cao)
 - Trọng lượng :   3.6 kg
 - Loại main :  Micro-ATX / ATX
 - CD X 3 - HDD X 2
 - USB 2.0 x 2
 - 1 Fan màu 12cm led xanh nắm phía trước, hỗ trợ gắn thêm 1 fan 12cm bên hông
 - Có khóa sau đuôi",,829,http://shop.gcafe.vn/media/catalog/product/s/2/s2-6_3.jpg,50,305000,10790910,1,2018-10-09,1,Thùng máy/ Case Sama S2 (No Power),,Thùng máy/ Case Sama S2 (No Power),375000.0,1302968 thung may/ case sama s2 (no power) thung may den sama,,0.0,1302968,0.005863539445628998,0.0026174499714364447,,1,thung-may-case-sama-s2-no-power,Không nguồn,0
02-N009-07,SAMA,Thùng Máy,Sửa Mã SP,Đen," - Màu : thùng đen , mặt nạ đen nhám
 - Chất liệu : Thép không rỉ, khung sơn đen tĩnh điện
 - Trọng lượng : 3.6 kg
 - Loại main :  Micro-ATX / ATX
 - CD X 3 - HDD X 2
 - USB 2.0 x 2"," - Màu : thùng đen , mặt nạ đen nhám
 - Chất liệu : Thép không rỉ, khung sơn đen tĩnh điện
 - Trọng lượng : 3.6 kg
 - Loại main :  Micro-ATX / ATX
 - CD X 3 - HDD X 2
 - USB 2.0 x 2",,831,http://shop.gcafe.vn/media/catalog/product/uploads/product/po_2355_2559/2017/06/01/2355_1496304149-1.jpg,56,305000,13981820,1,2018-10-08,1,Thùng máy/ Case Sama S4 (No Power),,Thùng máy/ Case Sama S4 (No Power),375000.0,1302969 thung may/ case sama s4 (no power) thung may den sama,,0.0,1302969,0.007862473347547975,0.0035542229403903772,,1,thung-may-case-sama-s4-no-power,Không nguồn,0
02-N009-07,SAMA,Thùng Máy,Sửa Mã SP,," - Màu : Thùng đen nhám, mặt nạ đen nhám
 - Chất liệu : Thép không rỉ, khung sơn đen tĩnh điện
 - Kích thước : 475 X 185 X 455 (Dài x Rộng x Cao)
 - Trọng lượng :   5.5 kg
 - Loại main :  Micro-ATX / ATX"," - Màu : Thùng đen nhám, mặt nạ đen nhám
 - Chất liệu : Thép không rỉ, khung sơn đen tĩnh điện
 - Kích thước : 475 X 185 X 455 (Dài x Rộng x Cao)
 - Trọng lượng :   5.5 kg
 - Loại main :  Micro-ATX / ATX",,834,http://shop.gcafe.vn/media/catalog/product/uploads/product/po_6406_7655/2017/06/01/6406_1496303908-1.jpg,22,505000,4154545,1,2018-10-09,1,Thùng máy/ Case Sama G4 (No Power),,Thùng máy/ Case Sama G4 (No Power),590000.0,1502012 thung may/ case sama g4 (no power) thung may  sama,,0.0,1502012,0.0014658848614072495,0.001100667405050384,,1,thung-may-case-sama-g4-no-power,Không nguồn,0
